event_id,in_headline_23,in_top20_energy,farm,turbine_id,event_start,duration_h,E_mwh,event_family,families_all,event_lead_h,role,message,code,service_category,corpus_n_rows,frozen_family,ambiguous_slot,slot_alternatives,rationale_class,rationale_words,frozen_rationale,my_family,my_confidence,adjudication,my_reason,is_primary_stop_message,warning_n_rows_in_window,warning_lead_h,is_earliest_qualifying_warning,event_stop_code
4452,True,False,penmanshiel,11,2023-02-24 20:01:38,11.106111111111112,20.516581843730474,generator,generator,11.101944444444445,warning,Overload generator heating,2674.0,Warnings (27),269,generator,,,missing,0,,auxiliary,low,DISAGREE,"DISAGREE with the frozen `generator`, with low confidence and on construct grounds rather than coding grounds. Code 2674 is the generator anti-condensation HEATER circuit - an ancillary that runs mainly when the machine is stopped. The frozen map is internally consistent (it sends 'Overload gear heating' to drivetrain on the same served-component rule), and cabinet heaters go to `auxiliary`, so either convention can be defended. My objection is that a heater-circuit overload carries no information about the generator fault it is credited with anticipating here (carbon-brush service). NOT one of the nine sweep slots; its rationale field is EMPTY.",False,3.0,11.101944444444445,True,
5277,True,False,penmanshiel,13,2021-01-22 20:18:23,23.120555555555555,3.3045196621526323,anemometry,anemometry,46.68416666666667,stop,Anemometer defect,6530.0,Sensor error (21),813,anemometry,,,missing,0,,anemometry,high,agree,Names the anemometer outright.,True,,,False,6530.0
5277,True,False,penmanshiel,13,2021-01-22 20:18:23,23.120555555555555,3.3045196621526323,anemometry,anemometry,46.68416666666667,warning,4-20 mA vane 2,6635.0,Sensor error (21),1908,anemometry,,,missing,0,,anemometry,high,agree,Vane signal-loop fault.,False,18.0,46.68416666666667,True,
5277,True,False,penmanshiel,13,2021-01-22 20:18:23,23.120555555555555,3.3045196621526323,anemometry,anemometry,46.68416666666667,warning,4-20mA anemometer 2,6525.0,Warnings (27),1908,anemometry,,,missing,0,,anemometry,high,agree,Anemometer signal-loop fault.,False,18.0,46.68416666666667,True,
5279,True,False,penmanshiel,13,2021-01-23 19:35:12,39.23916666666667,22.093753142660812,anemometry,anemometry,69.96444444444444,stop,Anemometer defect,6530.0,Sensor error (21),813,anemometry,,,missing,0,,anemometry,high,agree,Names the anemometer outright.,True,,,False,6530.0
5279,True,False,penmanshiel,13,2021-01-23 19:35:12,39.23916666666667,22.093753142660812,anemometry,anemometry,69.96444444444444,warning,4-20 mA vane 2,6635.0,Sensor error (21),1908,anemometry,,,missing,0,,anemometry,high,agree,Vane signal-loop fault.,False,36.0,69.96444444444444,True,
5279,True,False,penmanshiel,13,2021-01-23 19:35:12,39.23916666666667,22.093753142660812,anemometry,anemometry,69.96444444444444,warning,4-20mA anemometer 2,6525.0,Warnings (27),1908,anemometry,,,missing,0,,anemometry,high,agree,Anemometer signal-loop fault.,False,36.0,69.96444444444444,True,
5326,True,False,penmanshiel,13,2022-11-09 22:54:12,12.507777777777777,21.71996270482991,pitch,pitch,13.095,stop,Charging circuit pitch,715.0,Pitch errors (18),53,pitch,,,missing,0,,pitch,high,agree,Names pitch.,True,,,False,715.0
5326,True,False,penmanshiel,13,2022-11-09 22:54:12,12.507777777777777,21.71996270482991,pitch,pitch,13.095,warning,Battery charge cycle axis 1 error,716.0,Warnings (27),974,pitch,,,thin,3,Pitch back-up batteries.,pitch,high,agree,Pitch back-up battery charge cycle; 'axis n' is a pitch axis.,False,1.0,13.095,True,
5326,True,False,penmanshiel,13,2022-11-09 22:54:12,12.507777777777777,21.71996270482991,pitch,pitch,13.095,warning,Battery charge cycle axis 2 error,717.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,13.095,True,
5326,True,False,penmanshiel,13,2022-11-09 22:54:12,12.507777777777777,21.71996270482991,pitch,pitch,13.095,warning,Battery charge cycle axis 3 error,718.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,13.095,True,
5892,True,False,penmanshiel,15,2021-12-31 05:23:43,7.860555555555556,1.602731456847028,anemometry,anemometry,53.70166666666667,stop,Anemometer defect,6530.0,Sensor error (21),813,anemometry,,,missing,0,,anemometry,high,agree,Names the anemometer outright.,True,,,False,6530.0
5892,True,False,penmanshiel,15,2021-12-31 05:23:43,7.860555555555556,1.602731456847028,anemometry,anemometry,53.70166666666667,warning,4-20 mA vane 2,6635.0,Sensor error (21),1908,anemometry,,,missing,0,,anemometry,high,agree,Vane signal-loop fault.,False,15.0,53.70166666666667,True,
5892,True,False,penmanshiel,15,2021-12-31 05:23:43,7.860555555555556,1.602731456847028,anemometry,anemometry,53.70166666666667,warning,4-20mA anemometer 2,6525.0,Warnings (27),1908,anemometry,,,missing,0,,anemometry,high,agree,Anemometer signal-loop fault.,False,15.0,53.70166666666667,True,
5949,True,False,penmanshiel,15,2023-03-05 16:34:07,18.68166666666667,8.044805785867648,pitch,pitch,7.5875,stop,Error pitch converter 3,658.0,Pitch errors (18),5,pitch,,,missing,0,,pitch,high,agree,"The per-axis pitch drive, not the main converter; service category 'Pitch errors (18)' settles it.",True,,,False,658.0
5949,True,False,penmanshiel,15,2023-03-05 16:34:07,18.68166666666667,8.044805785867648,pitch,pitch,7.5875,warning,Error brake resistor CHP,785.0,Warnings (27),235,pitch,brake_resistor_chp,converter|brake_hydraulic,documented,54,"AMBIGUOUS and high-volume (235 warnings). 'CHP' = chopper brake resistor. Code 785 sits between the pitch battery block (700-735) and the pitch lubrication pump (850), and the MM82/92 pitch drives have their own braking chopper, so assigned to `pitch`. A converter DC-link chopper reading is equally defensible. Alternatives: converter, brake_hydraulic. FLAGGED for orchestrator review.",converter,moderate,DISAGREE,"DISAGREE with the frozen `pitch`. 'CHP' = chopper. In standard drive terminology a chopper brake resistor is the DC-link braking chopper, i.e. a CONVERTER component; that is the plain reading of the words. The frozen call rests on the code-block argument (785 sits between the pitch battery block 700-735 and the pitch lubrication pump 850), which is suggestive but is an inference about numbering, not about the message. The frozen rationale itself says a converter reading is 'equally defensible' and FLAGS the entry. Covered by the brake_resistor_chp sweep slot.",False,1.0,7.5875,True,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,stop,Safety chain open,100.0,Safety chain (13),83,safety,,,missing,0,,safety,high,agree,Names the safety chain.,False,,,False,100.0
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,stop,Overload fan pitch motor,630.0,Pitch errors (18),1,pitch,,,missing,0,,pitch,high,agree,Pitch motor cooling fan.,False,,,False,630.0
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,stop,Anemometer defect,6530.0,Sensor error (21),813,anemometry,,,missing,0,,anemometry,high,agree,Names the anemometer outright.,True,,,False,6530.0
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,Error brake resistor CHP,785.0,Warnings (27),235,pitch,brake_resistor_chp,converter|brake_hydraulic,documented,54,"AMBIGUOUS and high-volume (235 warnings). 'CHP' = chopper brake resistor. Code 785 sits between the pitch battery block (700-735) and the pitch lubrication pump (850), and the MM82/92 pitch drives have their own braking chopper, so assigned to `pitch`. A converter DC-link chopper reading is equally defensible. Alternatives: converter, brake_hydraulic. FLAGGED for orchestrator review.",converter,moderate,DISAGREE,"DISAGREE with the frozen `pitch`. 'CHP' = chopper. In standard drive terminology a chopper brake resistor is the DC-link braking chopper, i.e. a CONVERTER component; that is the plain reading of the words. The frozen call rests on the code-block argument (785 sits between the pitch battery block 700-735 and the pitch lubrication pump 850), which is suggestive but is an inference about numbering, not about the message. The frozen rationale itself says a converter reading is 'equally defensible' and FLAGS the entry. Covered by the brake_resistor_chp sweep slot.",False,2.0,19.111944444444443,True,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,4-20 mA vane 2,6635.0,Sensor error (21),1908,anemometry,,,missing,0,,anemometry,high,agree,Vane signal-loop fault.,False,1.0,19.11138888888889,False,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,4-20mA anemometer 1,6515.0,Warnings (27),28,anemometry,,,thin,8,4-20 mA loop fault on the anemometer signal.,anemometry,high,agree,Anemometer signal-loop fault.,False,1.0,19.11138888888889,False,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,4-20mA anemometer 2,6525.0,Warnings (27),1908,anemometry,,,missing,0,,anemometry,high,agree,Anemometer signal-loop fault.,False,1.0,19.11138888888889,False,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,Error lubrication pump pitch,850.0,Warnings (27),47,pitch,,,missing,0,,pitch,high,agree,Names pitch.,False,1.0,19.11,False,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,Battery charge cycle axis 1 error,716.0,Warnings (27),974,pitch,,,thin,3,Pitch back-up batteries.,pitch,high,agree,Pitch back-up battery charge cycle; 'axis n' is a pitch axis.,False,1.0,19.09638888888889,False,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,Battery charge cycle axis 2 error,717.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,19.09638888888889,False,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,Battery charge cycle axis 3 error,718.0,Warnings (27),931,pitch,,,missing,0,,pitch,high,agree,As above.,False,1.0,19.09638888888889,False,
6025,True,False,penmanshiel,15,2024-04-17 08:00:00,120.67861111111111,53.03516755730484,anemometry,anemometry|pitch|safety,19.111944444444443,warning,Pitch batteries charging cycle,720.0,Warnings (27),225,pitch,,,missing,0,,pitch,high,agree,Names pitch.,False,2.0,13.9475,False,
